batchId,filePath,targetType,targetId,hardcodeType,snippetType,status
matematicas-lote-01,apps/web/src/generador/matematicas/tema09_raices.ts,matematicas,tema09_raices,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema09_raices.ts,matematicas,tema09_raices,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema10_porcentaje.ts,matematicas,tema10_porcentaje,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema10_porcentaje.ts,matematicas,tema10_porcentaje,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema10_porcentaje.ts,matematicas,tema10_porcentaje,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema11_regla_tres_simple.ts,matematicas,tema11_regla_tres_simple,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema11_regla_tres_simple.ts,matematicas,tema11_regla_tres_simple,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema11_regla_tres_simple.ts,matematicas,tema11_regla_tres_simple,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema12_proporcionalidad.ts,matematicas,tema12_proporcionalidad,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema12_proporcionalidad.ts,matematicas,tema12_proporcionalidad,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema12_proporcionalidad.ts,matematicas,tema12_proporcionalidad,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema13_estadistica_basica.ts,matematicas,tema13_estadistica_basica,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema13_estadistica_basica.ts,matematicas,tema13_estadistica_basica,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema13_estadistica_basica.ts,matematicas,tema13_estadistica_basica,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema14_probabilidad_simple.ts,matematicas,tema14_probabilidad_simple,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema14_probabilidad_simple.ts,matematicas,tema14_probabilidad_simple,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema14_probabilidad_simple.ts,matematicas,tema14_probabilidad_simple,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema15_unidades_medida.ts,matematicas,tema15_unidades_medida,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema15_unidades_medida.ts,matematicas,tema15_unidades_medida,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema15_unidades_medida.ts,matematicas,tema15_unidades_medida,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema16_perimetro_area.ts,matematicas,tema16_perimetro_area,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema16_perimetro_area.ts,matematicas,tema16_perimetro_area,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema16_perimetro_area.ts,matematicas,tema16_perimetro_area,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema17_angulos.ts,matematicas,tema17_angulos,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema17_angulos.ts,matematicas,tema17_angulos,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema17_angulos.ts,matematicas,tema17_angulos,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema18_coordenadas_plano.ts,matematicas,tema18_coordenadas_plano,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema18_coordenadas_plano.ts,matematicas,tema18_coordenadas_plano,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema18_coordenadas_plano.ts,matematicas,tema18_coordenadas_plano,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema19_sucesiones_numericas.ts,matematicas,tema19_sucesiones_numericas,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema19_sucesiones_numericas.ts,matematicas,tema19_sucesiones_numericas,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema19_sucesiones_numericas.ts,matematicas,tema19_sucesiones_numericas,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema20_series_simples.ts,matematicas,tema20_series_simples,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema20_series_simples.ts,matematicas,tema20_series_simples,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema20_series_simples.ts,matematicas,tema20_series_simples,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema21_lenguaje_algebraico.ts,matematicas,tema21_lenguaje_algebraico,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema21_lenguaje_algebraico.ts,matematicas,tema21_lenguaje_algebraico,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-01,apps/web/src/generador/matematicas/tema21_lenguaje_algebraico.ts,matematicas,tema21_lenguaje_algebraico,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema22_terminos_semejantes.ts,matematicas,tema22_terminos_semejantes,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema22_terminos_semejantes.ts,matematicas,tema22_terminos_semejantes,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema22_terminos_semejantes.ts,matematicas,tema22_terminos_semejantes,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema23_evaluacion_expresiones.ts,matematicas,tema23_evaluacion_expresiones,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema23_evaluacion_expresiones.ts,matematicas,tema23_evaluacion_expresiones,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema23_evaluacion_expresiones.ts,matematicas,tema23_evaluacion_expresiones,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema24_suma_resta_polinomios.ts,matematicas,tema24_suma_resta_polinomios,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema24_suma_resta_polinomios.ts,matematicas,tema24_suma_resta_polinomios,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema24_suma_resta_polinomios.ts,matematicas,tema24_suma_resta_polinomios,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema25_multiplicacion_monomios_polinomios.ts,matematicas,tema25_multiplicacion_monomios_polinomios,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema25_multiplicacion_monomios_polinomios.ts,matematicas,tema25_multiplicacion_monomios_polinomios,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema25_multiplicacion_monomios_polinomios.ts,matematicas,tema25_multiplicacion_monomios_polinomios,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema26_grado_coeficientes.ts,matematicas,tema26_grado_coeficientes,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema26_grado_coeficientes.ts,matematicas,tema26_grado_coeficientes,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema26_grado_coeficientes.ts,matematicas,tema26_grado_coeficientes,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema27_factorizacion_basica.ts,matematicas,tema27_factorizacion_basica,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema27_factorizacion_basica.ts,matematicas,tema27_factorizacion_basica,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema27_factorizacion_basica.ts,matematicas,tema27_factorizacion_basica,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema28_productos_notables.ts,matematicas,tema28_productos_notables,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema28_productos_notables.ts,matematicas,tema28_productos_notables,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema28_productos_notables.ts,matematicas,tema28_productos_notables,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema29_ecuaciones_lineales.ts,matematicas,tema29_ecuaciones_lineales,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema29_ecuaciones_lineales.ts,matematicas,tema29_ecuaciones_lineales,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema29_ecuaciones_lineales.ts,matematicas,tema29_ecuaciones_lineales,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema30_ecuaciones_parametros.ts,matematicas,tema30_ecuaciones_parametros,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema30_ecuaciones_parametros.ts,matematicas,tema30_ecuaciones_parametros,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema30_ecuaciones_parametros.ts,matematicas,tema30_ecuaciones_parametros,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema31_inecuaciones_simples.ts,matematicas,tema31_inecuaciones_simples,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema31_inecuaciones_simples.ts,matematicas,tema31_inecuaciones_simples,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema31_inecuaciones_simples.ts,matematicas,tema31_inecuaciones_simples,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema32_sistemas_2x2.ts,matematicas,tema32_sistemas_2x2,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema32_sistemas_2x2.ts,matematicas,tema32_sistemas_2x2,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema32_sistemas_2x2.ts,matematicas,tema32_sistemas_2x2,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema33_ecuaciones_cuadraticas.ts,matematicas,tema33_ecuaciones_cuadraticas,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema33_ecuaciones_cuadraticas.ts,matematicas,tema33_ecuaciones_cuadraticas,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema33_ecuaciones_cuadraticas.ts,matematicas,tema33_ecuaciones_cuadraticas,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema34_sistemas_3x3.ts,matematicas,tema34_sistemas_3x3,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema34_sistemas_3x3.ts,matematicas,tema34_sistemas_3x3,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema34_sistemas_3x3.ts,matematicas,tema34_sistemas_3x3,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema35_racionales_simples.ts,matematicas,tema35_racionales_simples,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema35_racionales_simples.ts,matematicas,tema35_racionales_simples,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema35_racionales_simples.ts,matematicas,tema35_racionales_simples,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema36_simplificacion_algebraica.ts,matematicas,tema36_simplificacion_algebraica,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema36_simplificacion_algebraica.ts,matematicas,tema36_simplificacion_algebraica,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema36_simplificacion_algebraica.ts,matematicas,tema36_simplificacion_algebraica,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema37_ecuaciones_fracciones.ts,matematicas,tema37_ecuaciones_fracciones,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema37_ecuaciones_fracciones.ts,matematicas,tema37_ecuaciones_fracciones,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema37_ecuaciones_fracciones.ts,matematicas,tema37_ecuaciones_fracciones,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema38_funciones_lineales.ts,matematicas,tema38_funciones_lineales,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema38_funciones_lineales.ts,matematicas,tema38_funciones_lineales,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema38_funciones_lineales.ts,matematicas,tema38_funciones_lineales,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema39_problemas_funcion_afín.ts,matematicas,tema39_problemas_funcion_afín,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema39_problemas_funcion_afín.ts,matematicas,tema39_problemas_funcion_afín,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema39_problemas_funcion_afín.ts,matematicas,tema39_problemas_funcion_afín,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema40_ecuacion_recta.ts,matematicas,tema40_ecuacion_recta,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema40_ecuacion_recta.ts,matematicas,tema40_ecuacion_recta,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema40_ecuacion_recta.ts,matematicas,tema40_ecuacion_recta,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema41_multiplicacion_polinomios_avanzada.ts,matematicas,tema41_multiplicacion_polinomios_avanzada,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema41_multiplicacion_polinomios_avanzada.ts,matematicas,tema41_multiplicacion_polinomios_avanzada,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema41_multiplicacion_polinomios_avanzada.ts,matematicas,tema41_multiplicacion_polinomios_avanzada,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema42_division_polinomios.ts,matematicas,tema42_division_polinomios,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema42_division_polinomios.ts,matematicas,tema42_division_polinomios,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema42_division_polinomios.ts,matematicas,tema42_division_polinomios,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema43_identidad_ecuacion_inecuacion.ts,matematicas,tema43_identidad_ecuacion_inecuacion,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema43_identidad_ecuacion_inecuacion.ts,matematicas,tema43_identidad_ecuacion_inecuacion,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema43_identidad_ecuacion_inecuacion.ts,matematicas,tema43_identidad_ecuacion_inecuacion,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema44_intervalos_soluciones.ts,matematicas,tema44_intervalos_soluciones,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema44_intervalos_soluciones.ts,matematicas,tema44_intervalos_soluciones,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema44_intervalos_soluciones.ts,matematicas,tema44_intervalos_soluciones,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema45_valor_absoluto_ecuaciones.ts,matematicas,tema45_valor_absoluto_ecuaciones,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema45_valor_absoluto_ecuaciones.ts,matematicas,tema45_valor_absoluto_ecuaciones,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema45_valor_absoluto_ecuaciones.ts,matematicas,tema45_valor_absoluto_ecuaciones,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema46_valor_absoluto_distancia.ts,matematicas,tema46_valor_absoluto_distancia,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema46_valor_absoluto_distancia.ts,matematicas,tema46_valor_absoluto_distancia,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-02,apps/web/src/generador/matematicas/tema46_valor_absoluto_distancia.ts,matematicas,tema46_valor_absoluto_distancia,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema47_potencias_exponentes.ts,matematicas,tema47_potencias_exponentes,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema47_potencias_exponentes.ts,matematicas,tema47_potencias_exponentes,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema47_potencias_exponentes.ts,matematicas,tema47_potencias_exponentes,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema48_radicales_simplificacion.ts,matematicas,tema48_radicales_simplificacion,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema48_radicales_simplificacion.ts,matematicas,tema48_radicales_simplificacion,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema48_radicales_simplificacion.ts,matematicas,tema48_radicales_simplificacion,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema49_ecuaciones_potencias_radicales.ts,matematicas,tema49_ecuaciones_potencias_radicales,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema49_ecuaciones_potencias_radicales.ts,matematicas,tema49_ecuaciones_potencias_radicales,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema49_ecuaciones_potencias_radicales.ts,matematicas,tema49_ecuaciones_potencias_radicales,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema50_notacion_cientifica.ts,matematicas,tema50_notacion_cientifica,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema50_notacion_cientifica.ts,matematicas,tema50_notacion_cientifica,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema50_notacion_cientifica.ts,matematicas,tema50_notacion_cientifica,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema51_interes_simple_compuesto.ts,matematicas,tema51_interes_simple_compuesto,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema51_interes_simple_compuesto.ts,matematicas,tema51_interes_simple_compuesto,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema51_interes_simple_compuesto.ts,matematicas,tema51_interes_simple_compuesto,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema52_representacion_datos.ts,matematicas,tema52_representacion_datos,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema52_representacion_datos.ts,matematicas,tema52_representacion_datos,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema52_representacion_datos.ts,matematicas,tema52_representacion_datos,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema53_tendencias_descriptiva.ts,matematicas,tema53_tendencias_descriptiva,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema53_tendencias_descriptiva.ts,matematicas,tema53_tendencias_descriptiva,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema53_tendencias_descriptiva.ts,matematicas,tema53_tendencias_descriptiva,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema54_probabilidad_visual.ts,matematicas,tema54_probabilidad_visual,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema54_probabilidad_visual.ts,matematicas,tema54_probabilidad_visual,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema54_probabilidad_visual.ts,matematicas,tema54_probabilidad_visual,EXPLANATION,EXPLANATION_TEXT,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema55_inferencia_estadistica.ts,matematicas,tema55_inferencia_estadistica,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema55_inferencia_estadistica.ts,matematicas,tema55_inferencia_estadistica,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
matematicas-lote-03,apps/web/src/generador/matematicas/tema55_inferencia_estadistica.ts,matematicas,tema55_inferencia_estadistica,EXPLANATION,EXPLANATION_TEXT,PENDING
quimica-lote-01,apps/web/src/generador/quimica/01_balanceo.ts,quimica,1,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
quimica-lote-01,apps/web/src/generador/quimica/01_balanceo.ts,quimica,1,STEPS,SOLUTION_STEPS,PENDING
quimica-lote-01,apps/web/src/generador/quimica/02_calculo_moles.ts,quimica,2,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
quimica-lote-01,apps/web/src/generador/quimica/02_calculo_moles.ts,quimica,2,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
quimica-lote-01,apps/web/src/generador/quimica/02_calculo_moles.ts,quimica,2,STEPS,SOLUTION_STEPS,PENDING
quimica-lote-01,apps/web/src/generador/quimica/02_calculo_moles.ts,quimica,2,MIXED,UNITS_OR_TOLERANCE_EMBEDDED,PENDING
quimica-lote-01,apps/web/src/generador/quimica/03_calculo_masa.ts,quimica,3,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
quimica-lote-01,apps/web/src/generador/quimica/03_calculo_masa.ts,quimica,3,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
quimica-lote-01,apps/web/src/generador/quimica/03_calculo_masa.ts,quimica,3,STEPS,SOLUTION_STEPS,PENDING
quimica-lote-01,apps/web/src/generador/quimica/03_calculo_masa.ts,quimica,3,MIXED,UNITS_OR_TOLERANCE_EMBEDDED,PENDING
quimica-lote-01,apps/web/src/generador/quimica/04_numero_particulas.ts,quimica,4,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
quimica-lote-01,apps/web/src/generador/quimica/04_numero_particulas.ts,quimica,4,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
quimica-lote-01,apps/web/src/generador/quimica/04_numero_particulas.ts,quimica,4,STEPS,SOLUTION_STEPS,PENDING
quimica-lote-01,apps/web/src/generador/quimica/04_numero_particulas.ts,quimica,4,MIXED,UNITS_OR_TOLERANCE_EMBEDDED,PENDING
quimica-lote-01,apps/web/src/generador/quimica/05_relaciones_molares.ts,quimica,5,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
quimica-lote-01,apps/web/src/generador/quimica/05_relaciones_molares.ts,quimica,5,PARAM_LIMITS,DIFFICULTY_LIMITS,PENDING
quimica-lote-01,apps/web/src/generador/quimica/05_relaciones_molares.ts,quimica,5,STEPS,SOLUTION_STEPS,PENDING
quimica-lote-01,apps/web/src/generador/quimica/05_relaciones_molares.ts,quimica,5,MIXED,UNITS_OR_TOLERANCE_EMBEDDED,PENDING
quimica-lote-01,apps/web/src/generador/quimica/06_reactivo_limitante.ts,quimica,6,TEXT,STATEMENT_PROMPT_TEMPLATE,PENDING
